index	label	sentence	pos	v_index	definition
bpa-fragment14 2154	0	Delaney took risks, plummeting feet first through the hatchways, and partly breaking his descent with the handrails, falling like a parachutist, rolling instantly deploying his Uzi against	VERB	17	To be moved downwards.
b1g-fragment02 1502	0	For instance, Lioy and Daisey( 1987), in their work on the monitoring of toxic air pollution in New Jersey, construct what they term a microinventory for each of three towns, comprising the locations of chemical plants, metal processing plants, paint spray manufacturers and so on.	VERB	22	To phrase a certain way; to name or call.
a1h-fragment06 126	1	FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas.	VERB	8	Standard spelling of organize.
kcf-fragment14 1438	0	hasn't forgotten that.	VERB	1	To lose remembrance of.
b1g-fragment02 1254	0	The very narrow emergency planning zones contrast with those in the USA( Collins 1981), where planning is required up to 16 km from the site to cover exposure to radiation plumes.	VERB	26	To place something over or upon, as to conceal or protect.
ea7-fragment03 836	1	They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles.	VERB	17	To capture, overtake.
amm-fragment02 1757	0	Because their nasal openings were on the top of their heads they could even continue to breathe if it became necessary( see p. 115) to totally submerge.	VERB	26	To sink out of sight.
kbh-fragment01 51	1	Well don't put it on too loud, will you?	VERB	2	To place something somewhere.
kbd-fragment07 2536	0	Mind you	VERB	0	To bring or recall to mind; to remember; bear or keep in mind.
clp-fragment01 807	1	Some peaks of demand can be dealt with by using consultants, but they tend to be expensive and do not always fit well with ill-defined but important factors such as the favoured style of the organisation.	VERB	9	To utilize or employ.
al2-fragment23 255	0	Michael Freeman, the solicitor who advised the members on court action, said yesterday: This will cause the most dreadful hardship.	VERB	11	To pronounce.
kbw-fragment04 2576	0	You'll have to get to know is he in your?	VERB	3	To obtain; to acquire.
g0l-fragment01 253	0	He was thumbing through USA Today for the umpteenth time, looking for something he might have missed, when he heard her giggling.	VERB	19	To perceive sounds through the ear.
alp-fragment01 84	1	In the first group session the counselling method is registered in the course tutor's notes( Menary, 1986) by the explanation: This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past( p. 3).	VERB	22	To point or direct a missile, or a weapon which propels as missile, towards an object or spot with the intent of hitting it
as6-fragment01 41	1	As a consequence an underclass was evolving football hooligans, muggers, inner city rioters somewhat more frightening than their Dickensian forebears because they were mobile and all too visible.	VERB	6	To move in regular procession through a system.
kcv-fragment42 4257	0	Move in there but let her stand	VERB	6	To position or be positioned physically.
kbp-fragment09 3948	0	and he claims to be er able to move things and do the poltergeist stunt, you know?	VERB	8	To change place or posture; to go, in any manner, from one place or position to another.
c8t-fragment01 27	0	He rang and there was only a short delay before Alice Mair opened the door.	VERB	1	To enclose or surround.
bpa-fragment14 2236	0	She flushed, but held on to the phone.	VERB	3	To grasp or grip.
fet-fragment01 68	1	The arrested water shone and danced.	VERB	5	To move with rhythmic steps or movements, especially in time to music.
alp-fragment01 71	0	You will be expected to keep a drink diary throughout the course, and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels.	NOUN	7	A beverage.
kcu-fragment02 1492	0	Right on top of him and it turned round and smacked	VERB	7	To make a non-linear physical movement.
kcu-fragment02 1598	0	And I suppose I better get er Carl's birthday card while I'm at it.	VERB	2	To take for granted; to conclude, with less than absolute supporting data; to believe.
b1g-fragment02 1533	0	This means in practice that district medical officers are charged with preparing an annual report, presenting and interpreting epidemiological data, identifying local health problems and evaluating service outcomes.	VERB	25	To draw conclusions from examining; to assess.
as6-fragment02 364	0	The need to support the police was accepted by both the Labour and the Conservative speakers in the parliamentary debate on the riots, and was established as a benchmark for the official response to the riots long before the Scarman Report was published in November 1981.	VERB	42	To issue  for distribution and/or sale.
bpa-fragment14 2185	0	He kept wondering how it had got Silk.	VERB	2	To be affected with surprise or admiration; to be struck with astonishment; to be amazed; to marvel; often followed by at.
ajf-fragment07 223	1	And virtue is rewarded.	VERB	3	To give a reward to or for.
ea7-fragment03 836	0	They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles.	VERB	31	To grant as a possession; to bestow.
kbc-fragment13 6337	0	Has a leaflet come through.	VERB	3	To move from further away to nearer to.
kcv-fragment42 4667	0	Well not you know cleaning so I don't know what kind of work they do.	VERB	3	To perceive the truth or factuality of; to be certain of or that.
kbw-fragment11 4264	0	I think he would wouldn't he?	VERB	1	To ponder, to go over in one's head.
ccw-fragment03 1644	0	The man you want to see, I said, is called Matthew McIllvanney and his office is the pink building with the outside staircase.	VERB	7	To pronounce.
kcv-fragment42 4327	0	Hmm yes	INTJ	0	hmm
ab9-fragment03 836	0	He was unsurprised to find her packed off firmly to take his sister home, leaving him as a person of major importance in what he instantly assumed to be a real murder.	VERB	6	To put or bring things together in a limited or confined space, especially for storage or transport.
crs-fragment01 77	0	I knew it was right for him this is where he learnt to join in and be like other children.	VERB	1	To perceive the truth or factuality of; to be certain of or that.
c8t-fragment01 129	0	Anthony, recognizing incompetence, grasped Dalgliesh's hair firmly with a sticky hand and he felt the momentary touch of a cheek, so soft that it was like the fall of a petal.	VERB	3	To grip; to take hold, particularly with the hand.
acj-fragment01 51	0	The Home Office is not bound by those opinions, and appears to depart from them frequently.	VERB	10	To come or be in sight; to be in view; to become visible.
a1k-fragment02 60	0	Marriott was the chirpy Cockney sparrer who lead The Small Faces, who performed that strange pigeon-toed shuffle on Top of the Pops and wrote Lazy Sunday Afternoon.	VERB	23	To form letters, words or symbols on a surface in order to communicate.
